stepId,parentStepId,stepTitle,type,taskId,taskActor,taskTitle,maxScore,obtainedScore,startTime,completionTime
IMMEDIATE_NEONATAL_CARE,ASSIST_ADMINISTER_LABOUR_MEDICATION,การดูแลทารกแรกเกิดทันที,random,T99,,ขึ้น Pop up คำถามให้เลือกตัวยาที่จะใช้หยอดตาทารก เพื่อป้องกันการติดเชื้อ โดยหยอดจากหัวตาไปหางตา ใช้ตัวยาเทอราไมซินออยล์เมนท์ /1 คะแนน,1,,,
IMMEDIATE_NEONATAL_CARE,ASSIST_ADMINISTER_LABOUR_MEDICATION,การดูแลทารกแรกเกิดทันที,random,T100,,ใช้สําลีชุบแอลกอฮอล์เช็ดที่ปลายตัดก่อนแล้วจึงเช็ดโดยวนลงมาด้านล่าง /1 คะแนน ทิ้งสําลีลงถังขยะ,1,,,
IMMEDIATE_NEONATAL_CARE,ASSIST_ADMINISTER_LABOUR_MEDICATION,การดูแลทารกแรกเกิดทันที,random,T101,,ทำการบีบคอร์ดบริเวณใต้เชือก สังเกตว่ามีเลือดออกมาหรือไม่ /1 คะแนน,1,,,
IMMEDIATE_NEONATAL_CARE,ASSIST_ADMINISTER_LABOUR_MEDICATION,การดูแลทารกแรกเกิดทันที,random,T102,,วัดอุณหภูมิทารก ด้วยเทอร์โมมิเตอร์ วัดทางทวารหนัก /1 คะแนน,1,,,
IMMEDIATE_NEONATAL_CARE,ASSIST_ADMINISTER_LABOUR_MEDICATION,การดูแลทารกแรกเกิดทันที,random,T103,,นำทารกไปชั่งน้ำหนักที่เครื่องชั่ง จะอยู่ใต้ radiant warmer อีกเครื่อง /1 คะแนน,1,,,
IMMEDIATE_NEONATAL_CARE,ASSIST_ADMINISTER_LABOUR_MEDICATION,การดูแลทารกแรกเกิดทันที,random,T104,,เริ่มจากจับเข่าทารกให้ขาเหยียดตรง จากนั้นไล่จับบริเวณศีรษะแล้วก็เลื่อนแถบวัดลงมา /1 คะแนน,1,,,
IMMEDIATE_NEONATAL_CARE,ASSIST_ADMINISTER_LABOUR_MEDICATION,การดูแลทารกแรกเกิดทันที,random,T105,,ให้นำทารกกลับไปวางไว้ภายใต้ radiant warmer เครื่องที่ทำการปูผ้าสะอาดไว้แล้ว /1 คะแนน,1,,,
IMMEDIATE_NEONATAL_CARE,ASSIST_ADMINISTER_LABOUR_MEDICATION,การดูแลทารกแรกเกิดทันที,random,T106,,ติด skin probe โดยหันด้านที่มีแผ่นโลหะรับอุณหภูมิ ที่ท้องของทารกบริเวณที่ไม่มีปุ่มกระดูก เพื่อเป็นตัวเซ็นเซอร์รับอุณหภูมิจากผิวกาย โดยใช้ innotape เป็นตัวยึด /2 คะแนน,2,,,
IMMEDIATE_NEONATAL_CARE,ASSIST_ADMINISTER_LABOUR_MEDICATION,การดูแลทารกแรกเกิดทันที,random,T107,,ติด oxygen sat บริเวณข้อมือขวาของทารก /1 คะแนน,1,,,
IMMEDIATE_NEONATAL_CARE,ASSIST_ADMINISTER_LABOUR_MEDICATION,การดูแลทารกแรกเกิดทันที,random,T108,,ปรับอุณหภูมิเครื่อง radiant warmer เป็น baby mode ตั้งค่า temperature ไว้ที่ 37 ํc /1 คะแนน,1,,,
IMMEDIATE_NEONATAL_CARE,ASSIST_ADMINISTER_LABOUR_MEDICATION,การดูแลทารกแรกเกิดทันที,random,T109,,เปิดโหมด oxygen sat ให้วัดปริมาณ oxygen ในกระแสเลือดของทารก /1 คะแนน,1,,,
IMMEDIATE_NEONATAL_CARE,ASSIST_ADMINISTER_LABOUR_MEDICATION,การดูแลทารกแรกเกิดทันที,random,T110,,เคสนี้ทารกมีอุณหภูมิกายต่ำ ต้องนําหมวกมาสวมให้กับทารก แล้ววัดอุณหภูมิซ้ำ /1 คะแนน,1,,,
